Nama Perusahaan,Link,Title,Date
Pelayaran Nasional Ekalya Purnamasari,https://emitennews.com/news/kinerja-positif-berlanjut-elpi-kantongi-sejumlah-kontrak-baru-di-awal-tahun-2023,"Kinerja Positif Berlanjut, ELPI Kantongi Sejumlah Kontrak Baru di Awal Tahun 2023",21 Mar 2023
Pelayaran Nasional Ekalya Purnamasari,https://www.surabayainsider.com/hiburan/9048511458/pt-pelayaran-nasional-ekalya-purnamasari-tbk-sedang-membuka-lowongan-kerja-bagi-lulusan-d3-s1-daftar-yuk?page=2,"PT Pelayaran Nasional Ekalya Purnamasari Tbk sedang membuka lowongan kerja bagi lulusan D3 S1, daftar yuk!",18 Apr 2023
Pelayaran Nasional Ekalya Purnamasari,https://emitennews.com/news/pelayaran-nasional-ekalya-elpi-tawarkan-ipo-rp190-240-per-saham-cek-jadwalnya,"Pelayaran Nasional Ekalya (ELPI) Tawarkan IPO Rp190-240 per Saham, Cek Jadwalnya",13 Jul 2022
Pelayaran Nasional Ekalya Purnamasari,https://investor.id/market-and-corporate/299594/ipo-pelayaran-nasional-ekalya-elpi-pasang-harga-rp-190240,"IPO, Pelayaran Nasional Ekalya (ELPI) Pasang Harga Rp 190-240",13 Jul 2022
Pelayaran Nasional Ekalya Purnamasari,https://www.liputan6.com/saham/read/5036270/saham-elpi-naik-rp-70-saat-pembukaan-perdagangan-perdana,Saham ELPI Naik Rp 70 saat Pembukaan Perdagangan Perdana,8 Agu 2022
Pelayaran Nasional Ekalya Purnamasari,https://investor.id/market-and-corporate/318346/pelayaran-nasional-ekalya-elpi-akuisisi-perusahaan-offshore-supply-ship-malaysia,Pelayaran Nasional Ekalya (ELPI) Akuisisi Perusahaan Offshore Supply Ship Malaysia,5 Jan 2023
Pelayaran Nasional Ekalya Purnamasari,https://emitennews.com/news/ekspansi-di-asia-tenggara-elpi-caplok-49-persen-saham-kazo-marine,"Ekspansi di Asia Tenggara, ELPI Caplok 49 Persen Saham Kazo Marine",6 Jan 2023
Pelayaran Nasional Ekalya Purnamasari,https://emitennews.com/news/angkut-batu-bara-entitas-pelayaran-ekalya-elpi-kantongi-fasilitas-rp220-miliar,"Angkut Batu Bara, Entitas Pelayaran Ekalya (ELPI) Kantongi Fasilitas Rp220 Miliar",10 Feb 2023
Pelayaran Nasional Ekalya Purnamasari,https://www.antaranews.com/berita/3557928/elpi-segera-bagikan-dividen-rp3099-miliar-tahun-buku-2022,"ELPI segera bagikan dividen Rp30,99 miliar tahun buku 2022",26 Mei 2023
Pelayaran Nasional Ekalya Purnamasari,https://malukupost.com/2023/02/pt-pelayaran-nasional-elpi-ekspansi-dari-ambon-untuk-indonesia/,PT. Pelayaran Nasional ELPI Ekspansi Dari Ambon Untuk Indonesia,20 Feb 2023
Pelayaran Nasional Ekalya Purnamasari,https://surabaya.inews.id/read/141686/raup-dana-ipo-rp2224-miliar-ini-rencana-pelayaran-nasional-ekalya-purnamasari-elpi,"Raup Dana IPO Rp222,4 Miliar, Ini Rencana Pelayaran Nasional Ekalya Purnamasari (ELPI)",9 Agu 2022
Pelayaran Nasional Ekalya Purnamasari,https://emitennews.com/news/gurih-ekspansi-jalan-terus-elpi-bagi-dividen-30-persen-dari-laba-2022,"Gurih! Ekspansi Jalan Terus, ELPI Bagi Dividen 30 Persen dari Laba 2022",26 Mei 2023
Pelayaran Nasional Ekalya Purnamasari,https://market.bisnis.com/read/20220922/192/1580322/sebulan-melantai-di-bei-ekalya-elpi-ekspansi-bisnis-angkutan-batu-bara,"Sebulan Melantai di BEI, Ekalya (ELPI) Ekspansi Bisnis Angkutan Batu Bara",22 Sep 2022
Pelayaran Nasional Ekalya Purnamasari,https://radarsurabaya.jawapos.com/ekonomi/77987690/siapkan-capex-rp-13-triliun-elpi-perkuat-bisnis-offshore-di-dalam-luar-negeri,"Siapkan Capex Rp 1,3 Triliun, ELPI Perkuat Bisnis Offshore di Dalam & Luar Negeri - Radar Surabaya",26 Mei 2023
Pelayaran Nasional Ekalya Purnamasari,https://www.beritasatu.com/ekonomi/1047026/rupst-elpi-restui-bagikan-dividen-rp-30-miliar/all,RUPST ELPI Restui Bagikan Dividen Rp 30 Miliar,26 Mei 2023
Pelayaran Nasional Ekalya Purnamasari,https://surabaya.bisnis.com/read/20230213/532/1627366/grup-elpi-dapat-kontrak-angkutan-batu-bara-rp400-miliar-per-tahun,Grup ELPI Dapat Kontrak Angkutan Batu Bara Rp400 Miliar per Tahun,13 Feb 2023
Pelayaran Nasional Ekalya Purnamasari,https://www.cnbcindonesia.com/market/20230803102414-17-459756/beli-kapal-raksasa-rp16345-m-elpi-mau-keruk-cuan-rp13-t,"Beli Kapal Raksasa Rp163,45 M, ELPI Mau 'Keruk' Cuan Rp1,3 T",3 Agu 2023
Pelayaran Nasional Ekalya Purnamasari,https://emitennews.com/news/punya-lebih-dari-100-armada-listing-perdana-saham-elpi-langsung-disambut-aksi-beli,"Punya Lebih dari 100 Armada, Listing Perdana Saham ELPI Langsung Disambut Aksi Beli",8 Agu 2022
Pelayaran Nasional Ekalya Purnamasari,https://emitennews.com/news/raih-pendapatan-rp63283-miliar-sepanjang-2022-ini-rencana-bisnis-elpi-kedepan,"Raih Pendapatan Rp632,83 Miliar Sepanjang 2022, Ini Rencana Bisnis ELPI Kedepan",12 Apr 2023
Pelayaran Nasional Ekalya Purnamasari,https://money.kompas.com/read/2022/10/10/161600126/akan-boyong-kapal-indonesia-ke-malaysia-elpi-akuisisi-saham-kazo-marine,"Akan Boyong Kapal Indonesia ke Malaysia, ELPI Akuisisi Saham Kazo Marine",10 Okt 2022
Pelayaran Nasional Ekalya Purnamasari,https://surabaya.tribunnews.com/2023/05/26/kinerja-terus-tumbuh-positif-elpi-fokus-roadmap-bisnis-hingga-5-tahun-ke-depan,"Kinerja Terus Tumbuh Positif, ELPI Fokus Roadmap Bisnis Hingga 5 Tahun ke Depan",26 Mei 2023
Pelayaran Nasional Ekalya Purnamasari,https://www.liputan6.com/surabaya/read/5097826/gandeng-poltekpel-surabaya-elpi-perkuat-sdm-bisnis-pelayaran,"Gandeng Poltekpel Surabaya, ELPI Perkuat SDM Bisnis Pelayaran",15 Okt 2022
Pelayaran Nasional Ekalya Purnamasari,https://www.idxchannel.com/market-news/pelayaran-nasional-ekalya-siap-ipo-tawarkan-saham-rp190-rp240,"Pelayaran Nasional Ekalya Siap IPO, Tawarkan Saham Rp190 - Rp240",14 Jul 2022
Pelayaran Nasional Ekalya Purnamasari,https://www.cnbcindonesia.com/market/20230627100236-17-449575/emiten-pelayaran-ini-minjam-rp-1547-m-ternyata-buat-ini,"Emiten Pelayaran Ini Minjam Rp 154,7 M, Ternyata Buat Ini",27 Jun 2023
Pelayaran Nasional Ekalya Purnamasari,https://www.idxchannel.com/market-news/pelayaran-nasional-elpi-kantongi-kontrak-baru-dari-italia-sebesar-rp84-miliar,Pelayaran Nasional (ELPI) Kantongi Kontrak Baru Dari Italia Sebesar Rp84 Miliar,21 Mar 2023
Pelayaran Nasional Ekalya Purnamasari,https://www.idxchannel.com/market-news/ditopang-bisnis-offshore-pendapatan-pelayaran-nasional-elpi-tumbuh-68-persen,"Ditopang Bisnis Offshore, Pendapatan Pelayaran Nasional (ELPI) Tumbuh 68 Persen",28 Apr 2023
Pelayaran Nasional Ekalya Purnamasari,https://economy.okezone.com/read/2022/09/23/278/2673559/pelayaran-ekalya-elpi-bentuk-usaha-patungan-angkutan-batu-bara,Pelayaran Ekalya (ELPI) Bentuk Usaha Patungan Angkutan Batu Bara,23 Sep 2022
Pelayaran Nasional Ekalya Purnamasari,https://investor.id/market-and-corporate/302329/ipooversubscribed27-kalidebut-perdana-pelayaran-nasional-elpi-sentuh-ara,"IPO Oversubscribed 27 Kali, Debut Perdana Pelayaran Nasional (ELPI) Sentuh ARA",8 Agu 2022
Pelayaran Nasional Ekalya Purnamasari,https://www.liputan6.com/jatim/read/5096336/jurus-perkuat-bisnis-pelayaran-ala-perusahaan-surabaya,Jurus Perkuat Bisnis Pelayaran ala Perusahaan Surabaya,13 Okt 2022
Pelayaran Nasional Ekalya Purnamasari,https://surabaya.bisnis.com/read/20230321/532/1639534/kuartal-i-2023-pelayaran-elpi-kantongi-kontrak-kerja-dengan-pertamina-group,"Kuartal I 2023, Pelayaran ELPI Kantongi Kontrak Kerja dengan Pertamina Group",21 Mar 2023
Pelayaran Nasional Ekalya Purnamasari,https://beritakaltim.co/2021/10/26/jelang-tengah-malam-kapal-pnep-menabrak-perahu-nelayan-di-peciko-alpa-senipah/,Jelang Tengah Malam Kapal PNEP Menabrak Perahu Nelayan di Peciko Alpa Senipah,26 Okt 2021
Pelayaran Nasional Ekalya Purnamasari,https://korankaltim.com/read/kutai-kartanegara/47705/kapal-nelayan-tertabrak-kapal-milik-pt-pnep-di-jetty-senipah-phm-satu-penumpang-hilang,"Kapal Nelayan Tertabrak Kapal Milik PT PNEP di Jetty Senipah PHM, Satu Penumpang Hilang",26 Okt 2021
Pelayaran Nasional Ekalya Purnamasari,https://market.bisnis.com/read/20230628/192/1669867/usai-akuisisi-elpi-incar-tambahan-pendapatan-dari-angkutan-nikel-dan-komoditas-pangan,"Usai Akuisisi, ELPI Incar Tambahan Pendapatan dari Angkutan Nikel dan Komoditas Pangan",28 Jun 2023
Pelayaran Nasional Ekalya Purnamasari,https://www.idxchannel.com/market-news/simak-sejarah-dan-profil-elpi-salah-satu-emiten-prospek-di-bidang-angkutan-laut,"Simak Sejarah dan Profil ELPI, Salah Satu Emiten Prospek di Bidang Angkutan Laut",11 Agu 2022
Pelayaran Nasional Ekalya Purnamasari,https://insight.kontan.co.id/news/dari-yang-cilik-hingga-jumbo-begini-perbandingan-valuasi-klin-elpi-hingga-mora,"Dari yang Cilik Hingga Jumbo, Begini Perbandingan Valuasi KLIN, ELPI, Hingga MORA",2 Agu 2022
Pelayaran Nasional Ekalya Purnamasari,https://surabaya.tribunnews.com/2022/08/04/masa-penawaran-umum-saham-selesai-elpi-siap-dagang-mulai-8-agustus-2022-mendatang,"Masa Penawaran Umum Saham Selesai, ELPI Siap Dagang Mulai 8 Agustus 2022 Mendatang",4 Agu 2022
Pelayaran Nasional Ekalya Purnamasari,https://surabaya.tribunnews.com/2021/09/29/beberapa-pertimbangan-pnep-gelar-vaksinasi-covid-19-gratis-di-unjung-pangkah-gresik,Beberapa Pertimbangan PNEP Gelar Vaksinasi Covid-19 Gratis di Unjung Pangkah Gresik,29 Sep 2021
Pelayaran Nasional Ekalya Purnamasari,https://wartakutim.co.id/2021/10/26/kapal-milik-pnep-di-kabarkan-menabrak-peruhu-nelayan-pencarian-masih-terus-dilakukan/,Kapal Milik PNEP di Kabarkan Menabrak Peruhu Nelayan. Pencarian Masih Terus Dilakukan,26 Okt 2021
Pelayaran Nasional Ekalya Purnamasari,https://ekonomi.bisnis.com/read/20191116/44/1171053/bp-berau-dapatkan-efisiensi-us95-juta-dari-sewa-kapal-penunjang-lepas-pantai,"BP Berau Dapatkan Efisiensi US$9,5 juta Dari Sewa Kapal Penunjang Lepas Pantai",16 Nov 2019
Pelayaran Nasional Ekalya Purnamasari,https://radarsurabaya.jawapos.com/ekonomi/77981583/lakukan-ipo-pnep-optimis-raih-dana-rp-250-miliar-untuk-ekspansi-usaha,"Lakukan IPO, PNEP Optimis Raih Dana Rp 250 Miliar untuk Ekspansi Usaha - Radar Surabaya",14 Jul 2022
Pelayaran Nasional Ekalya Purnamasari,https://palpres.disway.id/read/721197/pt-pelayaran-nasional-ekalya-purnamasari-tbk-buka-lowongan-kerja-terbaru-link-lamaran-cek-di-sini,"PT Pelayaran Nasional Ekalya Purnamasari Tbk Buka Lowongan Kerja Terbaru, Link Lamaran Cek di Sini - palpres.disway.id",2 minggu lalu
Pelayaran Nasional Ekalya Purnamasari,https://www.bantenraya.com/citizen/12712436119/buruan-daftar-info-loker-pt-pelayaran-nasional-ekalya-purnamasari-tersedia-12-posisi,"BURUAN DAFTAR! Info Loker PT Pelayaran Nasional Ekalya Purnamasari, Tersedia 12 Posisi - Banten Raya",16 Apr 2024
Pelayaran Nasional Ekalya Purnamasari,https://homecare24.id/pt-pelayaran-nasional-ekalya-purnamasari/,Pt Pelayaran Nasional Ekalya Purnamasari,29 Okt 2023
Pelayaran Nasional Ekalya Purnamasari,https://magetan.pikiran-rakyat.com/ekonomi/pr-2244325493/pt-pelayaran-nasional-ekalya-purnamasari-buka-lowongan-kerja-untuk-d3-s1-ada-3-formasi-cek-syarat-cara-daftar?page=all,"PT Pelayaran Nasional Ekalya Purnamasari Buka Lowongan Kerja untuk D3-S1, Ada 3 Formasi Cek Syarat-Cara Daftar - Portal Magetan",23 Apr 2022
Pelayaran Nasional Ekalya Purnamasari,https://kabarwonosobo.pikiran-rakyat.com/bisnis/pr-1564790199/info-loker-lowongan-kerja-pelayaran-pt-pelayaran-nasional-ekalya-purnamasari-pnep-juni-2022?page=all,INFO LOKER: Lowongan Kerja Pelayaran PT Pelayaran Nasional Ekalya Purnamasari (PNEP) Juni 2022 - Kabar Wonosobo,20 Jun 2022
Pelayaran Nasional Ekalya Purnamasari,https://www.trenasia.com/ekspansi-angkut-batu-bara-dan-nikel-pelayaran-nasional-ekalya-elpi-beli-kapal-rp-161-52-miliar,"Ekspansi Angkut Batu Bara dan Nikel, Pelayaran Nasional Ekalya (ELPI) Beli Kapal Rp161,52 Miliar",27 Jun 2023
Pelayaran Nasional Ekalya Purnamasari,https://infosemarangraya.pikiran-rakyat.com/ekonomi/pr-1602531272/info-loker-pt-pelayaran-nasional-ekalya-purnamasari-buka-5-lowongan-kerja-lulusan-d3-dan-s1-semua-jurusan?page=all,INFO LOKER! PT Pelayaran Nasional Ekalya Purnamasari Buka 5 Lowongan Kerja Lulusan D3 dan S1 Semua Jurusan - Info Semarang Raya,5 Sep 2021
Pelayaran Nasional Ekalya Purnamasari,https://www.kabarbisnis.com/read/28113077/genap-30-tahun-pnep-komitmen-wujudkan-managing-quality-for-sustainability,"Genap 30 tahun, PNEP komitmen wujudkan Managing Quality for Sustainability",27 Apr 2022
Pelayaran Nasional Ekalya Purnamasari,https://infosemarangraya.pikiran-rakyat.com/ekonomi/pr-1602832676/info-loker-pt-kimia-farma-diagnostika-buka-lowongan-untuk-lulusan-d3-terbaru-oktober-2021?page=all,INFO LOKER! PT Kimia Farma Diagnostika Buka Lowongan Untuk Lulusan D3 Terbaru Oktober 2021 - Info Semarang Raya,19 Okt 2021
